Project,Workbook,Workbook Publisher,Is Extract?,Type,Connection
NEO - Customer Connections,CC087 - FW & Satellite Report,Muhammed Tanzilul Karim Khan,No,Netezza,NSO 01 - Order to Activation Conformed
NEO - Customer Connections,CC091 - Validate - Comptel Fallout,Tim Dang,No,Netezza,NSO 01 - Activation Manual Fallout Conformed
NEO - Customer Connections,CC094 - Daily VMB - MTTC & RFT,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC096 - R&A - WBA Line Level Data,Pragya Chouksey,Yes,Netezza,WBA Service Order Reporting (Conformed View) Extract
NEO - Customer Connections,CC099 - Work Orders,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC102 - Connect Lists,Ashish Kumar Bhangdia,No,Hyper,DataHub
NEO - Customer Connections,CC102 - Connect Lists,Ashish Kumar Bhangdia,Yes,Netezza,FTTC Orders
NEO - Customer Connections,CC103 - MOET Daily Portal Interactions,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC103 - MOET Daily Portal Interactions,Tim Scerri,Yes,Netezza,Genesys MM Agent Interaction Detail Extract
NEO - Customer Connections,CC104 - Key Metrics LLD,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC108 - Amber Priority,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC110 - R&A - Design Customer Service Dashboard,Divya Srivastava,No,Hyper,BTDDES01 - Order and Fallout Received - Detailed
NEO - Customer Connections,CC110 - R&A - Design Customer Service Dashboard,Divya Srivastava,No,Hyper,TCS Performance Metrics Data Source_3
NEO - Customer Connections,CC110 - R&A - Design Customer Service Dashboard,Divya Srivastava,No,Hyper,TCS Performance Metrics Data Source_5
NEO - Customer Connections,CC110 - R&A - Design Customer Service Dashboard,Divya Srivastava,No,Hyper,TCS Performance Metrics Data Source_9
NEO - Customer Connections,CC110 - R&A - Design Customer Service Dashboard,Divya Srivastava,No,Hyper,Y2 Receive and Assign LLD
NEO - Customer Connections,CC110 - R&A - Design Customer Service Dashboard,Divya Srivastava,No,Netezza,DCS - Work Order Creation
NEO - Customer Connections,CC110 - R&A - Design Customer Service Dashboard,Divya Srivastava,Yes,Netezza,WBA Service Order Reporting (Conformed View) Extract
NEO - Customer Connections,CC111 - Pre-Installs - Completions Cancellations,Tim Dang,No,Hyper,Pre-Installs - Completions Cancellations
NEO - Customer Connections,CC115 - Manage MSP Performance- OS-12,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC115 - Manage MSP Performance- OS-12,Tim Scerri,No,Redshift,Remedy Helpdesk (Redshift)
NEO - Customer Connections,CC115 - Manage MSP Performance- OS-12,Tim Scerri,No,Redshift,Remedy Helpdesk SLM (Redshift)
NEO - Customer Connections,CC115 - Manage MSP Performance- OS-12,Tim Scerri,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - Customer Connections,CC115 - Manage MSP Performance- OS-12,Tim Scerri,Yes,Netezza,Genesys MM Agent Interaction Detail Extract
NEO - Customer Connections,CC122 - Manage MSP Performance,Cecilia Li,No,Hyper,TCS Performance Metrics Data Source_1_2
NEO - Customer Connections,CC122 - Manage MSP Performance,Cecilia Li,No,Netezza,CAF.Genesys Interactions with Work Requests & Roster
NEO - Customer Connections,CC123 - Aged and MTTC by Contract Area,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC125 - FTTx & HFC Complaints DP Summary,Fletcher McGillivray,No,Hyper,CC- Complaints Data source
NEO - Customer Connections,CC126 - MSP Performance Metrics 3/4/5/6/7/9/10,Cecilia Li,No,Hyper,TCS Performance Metrics Data Source_3
NEO - Customer Connections,CC126 - MSP Performance Metrics 3/4/5/6/7/9/10,Cecilia Li,No,Hyper,TCS Performance Metrics Data Source_4
NEO - Customer Connections,CC126 - MSP Performance Metrics 3/4/5/6/7/9/10,Cecilia Li,No,Hyper,TCS Performance Metrics Data Source_5
NEO - Customer Connections,CC126 - MSP Performance Metrics 3/4/5/6/7/9/10,Cecilia Li,No,Hyper,TCS Performance Metrics Data Source_6_7
NEO - Customer Connections,CC126 - MSP Performance Metrics 3/4/5/6/7/9/10,Cecilia Li,No,Hyper,TCS Performance Metrics Data Source_9
NEO - Customer Connections,CC126 - MSP Performance Metrics 3/4/5/6/7/9/10,Cecilia Li,No,Hyper,TCS Performance Metrics Data Source_10
NEO - Customer Connections,CC126 - MSP Performance Metrics 3/4/5/6/7/9/10,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC128 - Allocate - Call Queue Performance,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC128 - Allocate - Call Queue Performance,Cecilia Li,Yes,Netezza,Genesys Agent State Detail
NEO - Customer Connections,CC128 - Allocate - Call Queue Performance,Cecilia Li,Yes,Netezza,Genesys Queue Detail
NEO - Customer Connections,CC130 - Logical Order Dashboard,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC130 - Logical Order Dashboard,Cecilia Li,Yes,Netezza,Logical Order Datasource
NEO - Customer Connections,CC131 - Order History Search,Carl Kruckow,No,Netezza,NSO 02H - WWM All Appointments with History
NEO - Customer Connections,CC131 - Order History Search,Carl Kruckow,No,Netezza,NSO 02H - WWM Work Orders with History
NEO - Customer Connections,CC131 - Order History Search,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC131 - Order History Search,Carl Kruckow,No,Redshift,CC A40 - Order Comments
NEO - Customer Connections,CC135 - FTTC RFT and RXT Analysis,Sagar Mehrotra,No,Hyper,M2 RFT DDE06_90D
NEO - Customer Connections,CC138- Service Portal Comments,Vijay Jaswal,No,Postgres,Tableau Events
NEO - Customer Connections,CC138- Service Portal Comments,Vijay Jaswal,No,Redshift,CC A40 - Order Comments
NEO - Customer Connections,CC149 - Connect Metrics That Matter (MTM) Dashboard,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC150 - Order and Activation Dashboard,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC151 - Inflight Orders,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC152 - Daily In-Flight VMB,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections,CC155 - SIK Reporting,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections,CC157 - WIP Health As Per TruckRoll (A11S),Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections,CC160 - Business Orders for SmartEdge Input,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC163 - Inflights Overall Power Point,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC165 - Historical Actuals,Carl Kruckow,No,Hyper,BPE - Open Complaints
NEO - Customer Connections,CC165 - Historical Actuals,Carl Kruckow,No,Hyper,CC Complaints - Ins and Outs
NEO - Customer Connections,CC165 - Historical Actuals,Carl Kruckow,No,Hyper,CC Complaints - LLD
NEO - Customer Connections,CC165 - Historical Actuals,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC165 - Historical Actuals,Carl Kruckow,Yes,Netezza,WBA Service Order Reporting (Conformed View) Extract
NEO - Customer Connections,CC165 - Historical Actuals,Carl Kruckow,Yes,Netezza,WBA_SERVICE_ORDER_TQRY_EXTRACT
NEO - Customer Connections,CC166 - Top 100 Aged Orders,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC168 - SkyMuster & FW: Active premises vs total install,Ashraful Islam,No,Netezza,NSO 01 - Order to Activation Conformed
NEO - Customer Connections,CC171 - WIP Analysis - all technologies,Ashish Kumar Bhangdia,No,Netezza,NSO 01 - Order to Activation Conformed
NEO - Customer Connections,CC171 - WIP Analysis - all technologies,Ashish Kumar Bhangdia,No,Postgres,Tableau Events
NEO - Customer Connections,CC172 - Red Priority Scorecard,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC178-Service Requests Dashboards,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC182 - Orders with Multiple Enquires,Tim Dang,No,Hyper,Orders with Multiple Enquires
NEO - Customer Connections,CC182 - Orders with Multiple Enquires,Tim Dang,No,Hyper,Orders with Multiple Enquires - Order Received
NEO - Customer Connections,CC182 - Orders with Multiple Enquires,Tim Dang,No,Hyper,Orders with Multiple Enquires History
NEO - Customer Connections,CC182 - Orders with Multiple Enquires,Tim Dang,No,Hyper,Orders with Multiple Enquires_INC
NEO - Customer Connections,CC182 - Orders with Multiple Enquires,Tim Dang,No,Hyper,Orders with Multiple Enquires_LOC
NEO - Customer Connections,CC182 - Orders with Multiple Enquires,Tim Dang,No,Hyper,Orders with Multiple Enquires_ORD
NEO - Customer Connections,CC182 - Orders with Multiple Enquires,Tim Dang,No,Hyper,Orders with Multiple Enquires_ORD History
NEO - Customer Connections,CC182 - Orders with Multiple Enquires,Tim Dang,No,Hyper,Orders with Multiple Enquires_ORD_Movement_History
NEO - Customer Connections,CC182 - Orders with Multiple Enquires,Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections,CC183 - NEO BOC Dashboard,Pataree Ngamwongwan,No,Postgres,Tableau Events
NEO - Customer Connections,CC183 - NEO BOC Dashboard,Pataree Ngamwongwan,No,Redshift,CSA A14H - Inc - Wor
NEO - Customer Connections,CC183 - NEO BOC Dashboard,Pataree Ngamwongwan,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - Customer Connections,CC183 - NEO BOC Dashboard,Pataree Ngamwongwan,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - Customer Connections,CC183 - NEO BOC Dashboard,Pataree Ngamwongwan,Yes,Netezza,CSA E10 - Genesys VWFM Agent Adherence Total
NEO - Customer Connections,CC188 - Red Priority,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections,CC190 - MOET iWD Agent Performance,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC190 - MOET iWD Agent Performance,Tim Scerri,Yes,Netezza,Genesys MM Agent Interaction Detail Extract
NEO - Customer Connections,CC190 - MOET iWD Agent Performance,Tim Scerri,Yes,Netezza,Genesys VWFM Agent Adherence Total
NEO - Customer Connections,CC195 - Self-Install Kit (SIK) Dashboard,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC195 - Self-Install Kit (SIK) Dashboard,Cecilia Li,Yes,Netezza,Self Install Kit Metrics
NEO - Customer Connections,CC199 - Red Priority Jeopardy Management Dashboard,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC199 - Red Priority Jeopardy Management Dashboard,Cecilia Li,No,Redshift,CC A10rma - Red and Amber
NEO - Customer Connections,CC201 - Amber Priority Jeopardy Management Dashboard,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC201 - Amber Priority Jeopardy Management Dashboard,Carl Kruckow,No,Redshift,CC A10rma - Red and Amber
NEO - Customer Connections,CC205 - PRI Status Checker,Israel Hoffmann,No,Postgres,Tableau Events
NEO - Customer Connections,CC206 - COM Agent Interaction Report,Tim Dang,No,Netezza,Genesys MM Agent Interaction Detail
NEO - Customer Connections,CC206 - COM Agent Interaction Report,Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections,CC208 - Crisis Management Dashboard,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC210 - NTD Onsite Performance Dashboard,Tim Scerri,No,Netezza,NTD Onsite Performance Dashboard (BIA01PR)
NEO - Customer Connections,CC210 - NTD Onsite Performance Dashboard,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC211 - SC Checker,Carl Kruckow,No,Netezza,NSO 09 – Location Footprint List – Daily
NEO - Customer Connections,CC211 - SC Checker,Carl Kruckow,No,Netezza,PNI Locations with Speed Calculated
NEO - Customer Connections,CC211 - SC Checker,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC212 - Yesterday's Service Transfers LLD,Fletcher McGillivray,No,Hyper,Service Transfer Today's Completed Data
NEO - Customer Connections,CC213 - COAT Pilot Dashboard,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC215 - Modify Orders Daily Summary,Fletcher McGillivray,No,Hyper,CVC Up/Down Grade
NEO - Customer Connections,CC215 - Modify Orders Daily Summary,Fletcher McGillivray,No,Hyper,CVC Up/Down Gradev2
NEO - Customer Connections,CC215 - Modify Orders Daily Summary,Fletcher McGillivray,No,Hyper,Modify Order LLD
NEO - Customer Connections,CC217 - FTTC OPTUS SAM TRIAL,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC218 - PCP Inflight Impacts,Fletcher McGillivray,No,Hyper,PCP Inflight Impacts Today
NEO - Customer Connections,CC221 - FTTC SC32 Remediation Workbook,Kevin Wu,No,Postgres,Tableau Events
NEO - Customer Connections,CC222 - PON Mis-Match Held Order,Tim Scerri,No,Hyper,PON Mis-match Orders
NEO - Customer Connections,CC222 - PON Mis-Match Held Order,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC223 - FTTC SIK Status LLD,Kevin Wu,No,Postgres,Tableau Events
NEO - Customer Connections,CC224 - Real Time Facilities Access Orders,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC225 - RSM Financial Aid Orders,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC227 - RFT Summary,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections,CC228 - C-19 Risk Premises By Loc ID,Tim Scerri,No,Hyper,CDO NEO - Potential COVID Locations
NEO - Customer Connections,CC228 - C-19 Risk Premises By Loc ID,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC229 - Amber and SIK Jeopardy Management,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC231 - COM - HFC Tap Containment Data,Carl Kruckow,No,Textscan,HFC  TAP Containment Format
NEO - Customer Connections,CC232 - Sky Muster Plus Orders,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC233 - FTTC Newly Activated Services LLD,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC234 - Data Quality Check - Duplicate Records,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC237 - Net Prem_Services Activated - Speed Tiers Mix,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections,CC240 - Held Orders by FME,Carl Kruckow,No,Excel-direct,FME List
NEO - Customer Connections,CC240 - Held Orders by FME,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC241 - RSP Metric Report,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC242 - LTSS Metrics,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC245 - Inflights Overall Power Point,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC270 - Inflight Orders and Future Appointment,Divya Srivastava,No,Hyper,PAI_OTD_SDP_Performance
NEO - Customer Connections,CC294 - Held BAU,Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections,CC325 - Complaints Dashboard,Kevin Wu,No,Hyper,CC Complaints - Ins and Outs
NEO - Customer Connections,CC325 - Complaints Dashboard,Kevin Wu,No,Hyper,CC Complaints - Ins and Outs LLD
NEO - Customer Connections,CC325 - Complaints Dashboard,Kevin Wu,No,Hyper,CC Complaints - LLD
NEO - Customer Connections,CC325 - Complaints Dashboard,Kevin Wu,No,Postgres,Tableau Events
NEO - Customer Connections,CC325 - Connection Complaints Dashboard,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC325 - Connection Complaints Dashboard,Cecilia Li,No,Redshift,FLD A61S - Case
NEO - Customer Connections,CC327 - FTTC Aged Distressed orders with SF cases,Sagar Mehrotra,No,Hyper,R2T TCS Case Data
NEO - Customer Connections,CC327 - FTTC Aged Distressed orders with SF cases,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections,CC338 - CX MTM,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC339 - Inflight Hygiene,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC340 - TC2 Geo Tag report,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC342 - On The Day SDP Performance Dashboard,Ravi Nanduri,No,Postgres,Tableau Events
NEO - Customer Connections,CC346 - Single Location Dashboard,Tim Scerri,No,Netezza,SLV_UDS_Datasource
NEO - Customer Connections,CC346 - Single Location Dashboard,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC349 - DCS Metrics View,Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections,CC400 - Business OTD Case Mgmt Performance,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC401 - BOS Connect,Tim Scerri,No,Hyper,NEO Business - Bears X
NEO - Customer Connections,CC401 - BOS Connect,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC402 - BOS Connect Unadjusted Rxt,Pataree Ngamwongwan,No,Postgres,Tableau Events
NEO - Customer Connections,CC403 - Business Service Assurance Open Incidents,Pataree Ngamwongwan,No,Postgres,Tableau Events
NEO - Customer Connections,CC403 - Business Service Assurance Open Incidents,Pataree Ngamwongwan,No,Redshift,CSA A05 - Aged Incidents
NEO - Customer Connections,CC404 - Business Ringfence Performance Dashboard,Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections,CC405 - BOS Assurance,Tim Scerri,No,Hyper,NEO Business - Bears X
NEO - Customer Connections,CC405 - BOS Assurance,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC405 - BOS Assurance,Tim Scerri,No,Redshift,CSA A05 - Aged Incidents
NEO - Customer Connections,CC405 - BOS Assurance,Tim Scerri,No,Redshift,CSA A12H - Inc - Apt - Wor - Wrq - Loc- Pri
NEO - Customer Connections,CC405 - BOS Assurance,Tim Scerri,No,Redshift,CSA A14H - Inc - Wor
NEO - Customer Connections,CC405 - BOS Assurance,Tim Scerri,No,Redshift,CSA A21b - MTM 3.0 Met Miss Summary
NEO - Customer Connections,CC405 - BOS Assurance,Tim Scerri,No,Redshift,CSA A27 - Appointments Only
NEO - Customer Connections,CC405 - BOS Assurance,Tim Scerri,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - Customer Connections,CC406 - Connect Summary Dashboard,Ravi Nanduri,No,Postgres,Tableau Events
NEO - Customer Connections,CC406 - Connect Summary Dashboard,Ravi Nanduri,No,Redshift,CSA A14H - Inc - Wor
NEO - Customer Connections,CC406 - Connect Summary Dashboard,Ravi Nanduri,Yes,Netezza,WBA Service Order Reporting (Conformed View) Extract
NEO - Customer Connections,CC426 - Business Order Enquires Performance,Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections,CC426 - Business Order Enquires Performance,Tim Dang,Yes,Netezza,CSA E07 - Genesys Agent Call Detail
NEO - Customer Connections,CC426 - Business Order Enquires Performance,Tim Dang,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - Customer Connections,CC500 - Agent Search,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC500 - Agent Search,Tim Scerri,No,Redshift,Remedy Helpdesk (Redshift)
NEO - Customer Connections,CC501 - MOET Daily Dashboard,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC501 - MOET Daily Dashboard,Tim Scerri,No,Redshift,Remedy Helpdesk (Redshift)
NEO - Customer Connections,CC501 - MOET Daily Dashboard,Tim Scerri,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - Customer Connections,CC501 - MOET Daily Dashboard,Tim Scerri,Yes,Netezza,Genesys MM Agent Interaction Detail Extract
NEO - Customer Connections,CC502 - MOET Daily Voice Interactions,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC502 - MOET Daily Voice Interactions,Tim Scerri,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - Customer Connections,CC504 - MOET 504 Historical VMB Data,Tim Scerri,No,Hyper,MOET_VMB_Historical
NEO - Customer Connections,CC504 - MOET 504 Historical VMB Data,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC505 - MOET Service Requests by status,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC505 - MOET Service Requests by status,Tim Scerri,No,Redshift,Remedy Helpdesk (Redshift)
NEO - Customer Connections,CC506 - MOET SRs Reported since 2017,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC506 - MOET SRs Reported since 2017,Tim Scerri,No,Redshift,Remedy Helpdesk (Redshift)
NEO - Customer Connections,CC507 - MOET Voice Interaction Resolution Tracking,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC507 - MOET Voice Interaction Resolution Tracking,Tim Scerri,No,Redshift,Remedy Helpdesk (Redshift)
NEO - Customer Connections,CC508 - Connect orders enquiry received,Tim Scerri,No,Hyper,RSP Cat Orders - Enquiries Aggregated
NEO - Customer Connections,CC508 - Connect orders enquiry received,Tim Scerri,No,Hyper,RSP Only Orders - Enquiries Aggregated
NEO - Customer Connections,CC508 - Connect orders enquiry received,Tim Scerri,No,Hyper,RSP Raw Orders and Incidents Joined Data
NEO - Customer Connections,CC508 - Connect orders enquiry received,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections,CC509 - MOET - EOD BCP Productivity Report,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections,CC509 - MOET - EOD BCP Productivity Report,Cecilia Li,No,Redshift,NEO A01a - Service Request - Work Log Notes
NEO - Customer Connections,CC999 - CC Report Portal,Carl Kruckow,No,Hyper,CC Report List
NEO - Customer Connections,CC999 - CC Report Portal,Carl Kruckow,No,Postgres,Tableau Events
NEO - Customer Connections,CC999 - CC Report Portal,Carl Kruckow,No,Postgres,Tableau HTTP Requests
NEO - Customer Connections,CC999 - CC Report Portal,Carl Kruckow,No,Postgres,Tableau Workbook Data Connections
NEO - Customer Connections,Delivery Partner - Start of the Day report,Ashish Kumar Bhangdia,No,Netezza,Project - Aged Orders
NEO - Customer Connections (test),"

CC407 - Business Fix Quality Metrics - Daily",Jose Alex,No,Postgres,Tableau Events
NEO - Customer Connections (test),"

CC407 - Business Fix Quality Metrics - Daily",Jose Alex,No,Redshift,CSA A14H - Inc - Wor
NEO - Customer Connections (test),"

CC407 - Business Fix Quality Metrics - Daily",Jose Alex,Yes,Netezza,CSA E02 - Genesys MM Agent Interaction Detail
NEO - Customer Connections (test),"

CC407 - Business Fix Quality Metrics - Daily",Jose Alex,Yes,Netezza,CSA E09 - Genesys Queue Detail
NEO - Customer Connections (test),"

CC407 - Business Fix Quality Metrics - Daily",Jose Alex,Yes,Netezza,CSA E10 - Genesys VWFM Agent Adherence Total
NEO - Customer Connections (test),7 Million LLD,Fletcher McGillivray,No,Postgres,Tableau Events
NEO - Customer Connections (test),Activation History,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections (test),Adjusted NRFT LLD Extract,Fletcher McGillivray,No,Hyper,Adjusted NRFT Daily
NEO - Customer Connections (test),CAF3.4 TCS - Allocate - % Acknowledged Before Appointment Day test,Fletcher McGillivray,Yes,Netezza,CAF KPI 15 Data Source
NEO - Customer Connections (test),CAF3.4 TCS - Allocate - % Acknowledged Before Appointment Day test,Fletcher McGillivray,Yes,Netezza,CAF KPI 15 Data Source test
NEO - Customer Connections (test),CC Complaints Report Draft 20190319,Suhali Tandon,No,Hyper,CC Complaints - Ins and Outs
NEO - Customer Connections (test),CC Complaints Report Draft 20190319,Suhali Tandon,No,Hyper,CC Complaints - LLD
NEO - Customer Connections (test),CC Complaints Report Draft 20190319,Suhali Tandon,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC RealTime - Fallout and Priority Assist,Tim Dang,No,Hyper,PAI_OTD_SDP_Performance
NEO - Customer Connections (test),CC RealTime - Fallout and Priority Assist,Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC RealTime - Receive & Assign - Design Customer Services,Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC SME - DP dashboard,Suhali Tandon,No,Hyper,BPE - Complaints
NEO - Customer Connections (test),CC SME - DP dashboard,Suhali Tandon,No,Hyper,BPE - Open Complaints
NEO - Customer Connections (test),CC SME Team Dashboard,Suhali Tandon,No,Hyper,BPE - Open Complaints
NEO - Customer Connections (test),CC SME Team Dashboard,Suhali Tandon,No,Hyper,CC Complaints - Ins and Outs
NEO - Customer Connections (test),CC SME Team Dashboard,Suhali Tandon,No,Hyper,CC Complaints - LLD
NEO - Customer Connections (test),CC SME Team Dashboard,Suhali Tandon,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC083 - FTTC Connect Daily Report,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC104 - Key Metrics LLD New Data Source,Tim Scerri,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC140 - RSP EEC L1 escalations dashboard DRAFT,Fletcher McGillivray,No,Hyper,RSP EEC Data
NEO - Customer Connections (test),CC140 - RSP EEC L1 escalations dashboard DRAFT,Fletcher McGillivray,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC216 - Held Management Dashboard,Cecilia Li,No,Hyper,CLOSED MULTIPLE HELD TDS
NEO - Customer Connections (test),CC216 - Held Management Dashboard,Cecilia Li,No,Hyper,INFLIGHT MULTIPLE HELD TDS
NEO - Customer Connections (test),CC216 - Held Management Dashboard,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC221 - FTTC SC32 Remediation Workbook,Kevin Wu,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC243 - FTTN ULL Orders Migration,Cecilia Li,No,Hyper,FTTN ULL Orders
NEO - Customer Connections (test),CC243 - FTTN ULL Orders Migration,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC244 - Proposed RFT Change,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC318 - Future Booked Inc Report,Fletcher McGillivray,No,Hyper,CC318 - Future Booked Appts LLD
NEO - Customer Connections (test),CC334 - Pending LLD Cancel Output Data,Fletcher McGillivray,No,Hyper,Pending LLD w. Cancellation Flags
NEO - Customer Connections (test),CC343 - NEO CC Metrics - SMS Update,Ravi Nanduri,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC409 - TC2 Inflight Incidents (Business) Dashboard,Jose Alex,No,Postgres,Tableau Events
NEO - Customer Connections (test),CC888 - Real Time Net Business Activations,Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections (test),CCxx - CME Dashboard,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections (test),CCxx - SIK Metrics,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections (test),CCxx - Weekly Insight Graphs,Sagar Mehrotra,No,Postgres,Tableau Events
NEO - Customer Connections (test),Complaints Cloud,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections (test),Complaints Cloud,Cecilia Li,No,Redshift,FLD A61S - Case
NEO - Customer Connections (test),Complaints Insights (BPE),Kevin Wu,No,Hyper,BPE - Open Complaints
NEO - Customer Connections (test),CSLL PRI Details (Test),Ashish Kumar Bhangdia,No,Postgres,Tableau Events
NEO - Customer Connections (test),Daily MTTR & Aged Scorecard (Business),Tim Dang,No,Postgres,Tableau Events
NEO - Customer Connections (test),Daily MTTR & Aged Scorecard (Business),Tim Dang,No,Redshift,CSA A11S - Incident
NEO - Customer Connections (test),Daily MTTR & Aged Scorecard (Business),Tim Dang,No,Redshift,CSA A14H - Inc - Wor
NEO - Customer Connections (test),Daily MTTR & Aged Scorecard (Business),Tim Dang,No,Redshift,CSA A27 - Appointments Only
NEO - Customer Connections (test),Held Pending Movement,Cecilia Li,No,Postgres,Tableau Events
NEO - Customer Connections (test),HFC Callback Dashboard,Sagar Mehrotra,No,Hyper,callbackdata_2
